edge,phi,f_air,P_atm,T_K,Bc_ss,Bg_ss,hw_ss_MJkg,Bc_Bg0,recession_over_mdote_m3_per_kg
air,,1,0.01,300,2.195073e-02,8.780293e-02,-3.070014e+00,8.742740e-02,7.592782e-05
air,,1,0.01,325,2.203676e-02,8.814702e-02,-3.044136e+00,8.742740e-02,7.622537e-05
air,,1,0.01,350,2.214900e-02,8.859600e-02,-3.018143e+00,8.742740e-02,7.661363e-05
air,,1,0.01,375,2.229011e-02,8.916044e-02,-2.991936e+00,8.742740e-02,7.710173e-05
air,,1,0.01,400,2.246433e-02,8.985733e-02,-2.965284e+00,8.742760e-02,7.770436e-05
air,,1,0.01,425,2.267873e-02,9.071491e-02,-2.937796e+00,8.742840e-02,7.844596e-05
air,,1,0.01,450,2.294362e-02,9.177449e-02,-2.908899e+00,8.743120e-02,7.936223e-05
air,,1,0.01,475,2.327195e-02,9.308779e-02,-2.877812e+00,8.744030e-02,8.049791e-05
air,,1,0.01,500,2.367797e-02,9.471189e-02,-2.843630e+00,8.746620e-02,8.190236e-05
air,,1,0.01,525,2.417619e-02,9.670476e-02,-2.805437e+00,8.753210e-02,8.362570e-05
air,,1,0.01,550,2.478200e-02,9.912800e-02,-2.762428e+00,8.768580e-02,8.572121e-05
air,,1,0.01,575,2.555261e-02,1.022104e-01,-2.714044e+00,8.801610e-02,8.838674e-05
air,,1,0.01,600,2.644171e-02,1.057668e-01,-2.658263e+00,8.867750e-02,9.146215e-05
air,,1,0.01,625,2.758122e-02,1.103249e-01,-2.593878e+00,8.991850e-02,9.540373e-05
air,,1,0.01,650,2.907187e-02,1.162875e-01,-2.516321e+00,9.210920e-02,1.005599e-04
air,,1,0.01,675,3.111398e-02,1.244559e-01,-2.418854e+00,9.575030e-02,1.076236e-04
air,,1,0.01,700,3.398549e-02,1.359420e-01,-2.292719e+00,1.014280e-01,1.175562e-04
air,,1,0.01,725,3.799944e-02,1.519978e-01,-2.129348e+00,1.096580e-01,1.314405e-04
air,,1,0.01,750,4.337469e-02,1.734988e-01,-1.924671e+00,1.205450e-01,1.500335e-04
air,,1,0.01,775,4.994217e-02,1.997687e-01,-1.690031e+00,1.333250e-01,1.727505e-04
air,,1,0.01,800,5.695107e-02,2.278043e-01,-1.450970e+00,1.461720e-01,1.969944e-04
air,,1,0.01,825,6.321205e-02,2.528482e-01,-1.242125e+00,1.569380e-01,2.186512e-04
air,,1,0.01,850,6.787259e-02,2.714904e-01,-1.081934e+00,1.644860e-01,2.347720e-04
air,,1,0.01,875,7.086480e-02,2.834592e-01,-9.682462e-01,1.690950e-01,2.451221e-04
air,,1,0.01,900,7.261950e-02,2.904780e-01,-8.872183e-01,1.716880e-01,2.511916e-04
air,,1,0.01,925,7.360752e-02,2.944301e-01,-8.258052e-01,1.730970e-01,2.546092e-04
air,,1,0.01,950,7.415943e-02,2.966377e-01,-7.753286e-01,1.738600e-01,2.565183e-04
air,,1,0.01,975,7.447073e-02,2.978829e-01,-7.307790e-01,1.742790e-01,2.575950e-04
air,,1,0.01,1000,7.464961e-02,2.985984e-01,-6.894184e-01,1.745130e-01,2.582138e-04
air,,1,0.01,1025,7.475470e-02,2.990188e-01,-6.497725e-01,1.746470e-01,2.585773e-04
air,,1,0.01,1050,7.481795e-02,2.992718e-01,-6.110451e-01,1.747250e-01,2.587961e-04
air,,1,0.01,1075,7.485708e-02,2.994283e-01,-5.727919e-01,1.747720e-01,2.589314e-04
air,,1,0.01,1100,7.488196e-02,2.995278e-01,-5.347656e-01,1.748010e-01,2.590175e-04
air,,1,0.01,1125,7.489839e-02,2.995936e-01,-4.968220e-01,1.748190e-01,2.590743e-04
air,,1,0.01,1150,7.490979e-02,2.996392e-01,-4.588783e-01,1.748310e-01,2.591138e-04
air,,1,0.01,1175,7.491819e-02,2.996728e-01,-4.208839e-01,1.748380e-01,2.591428e-04
air,,1,0.01,1200,7.492489e-02,2.996996e-01,-3.828069e-01,1.748430e-01,2.591660e-04
air,,1,0.01,1225,7.493083e-02,2.997233e-01,-3.446277e-01,1.748470e-01,2.591865e-04
air,,1,0.01,1250,7.493651e-02,2.997461e-01,-3.063336e-01,1.748490e-01,2.592062e-04
air,,1,0.01,1275,7.494244e-02,2.997698e-01,-2.679146e-01,1.748510e-01,2.592267e-04
air,,1,0.01,1300,7.494896e-02,2.997959e-01,-2.293623e-01,1.748520e-01,2.592493e-04
air,,1,0.01,1325,7.495634e-02,2.998254e-01,-1.906704e-01,1.748520e-01,2.592748e-04
air,,1,0.01,1350,7.496492e-02,2.998597e-01,-1.518303e-01,1.748530e-01,2.593045e-04
air,,1,0.01,1375,7.497495e-02,2.998998e-01,-1.128360e-01,1.748530e-01,2.593392e-04
air,,1,0.01,1400,7.498669e-02,2.999467e-01,-7.367764e-02,1.748540e-01,2.593798e-04
air,,1,0.01,1425,7.500041e-02,3.000016e-01,-3.434390e-02,1.748540e-01,2.594272e-04
air,,1,0.01,1450,7.501644e-02,3.000658e-01,5.177837e-03,1.748540e-01,2.594827e-04
air,,1,0.01,1475,7.503510e-02,3.001404e-01,4.490291e-02,1.748540e-01,2.595472e-04
air,,1,0.01,1500,7.505671e-02,3.002268e-01,8.484973e-02,1.748540e-01,2.596220e-04
air,,1,0.01,1525,7.508163e-02,3.003265e-01,1.250401e-01,1.748540e-01,2.597082e-04
air,,1,0.01,1550,7.511024e-02,3.004410e-01,1.654995e-01,1.748550e-01,2.598071e-04
air,,1,0.01,1575,7.514294e-02,3.005718e-01,2.062597e-01,1.748550e-01,2.599203e-04
air,,1,0.01,1600,7.518017e-02,3.007207e-01,2.473538e-01,1.748550e-01,2.600490e-04
air,,1,0.01,1625,7.522241e-02,3.008897e-01,2.888257e-01,1.748550e-01,2.601951e-04
air,,1,0.01,1650,7.527011e-02,3.010804e-01,3.307220e-01,1.748550e-01,2.603601e-04
air,,1,0.01,1675,7.532375e-02,3.012950e-01,3.730975e-01,1.748550e-01,2.605457e-04
air,,1,0.01,1700,7.538390e-02,3.015356e-01,4.160163e-01,1.748550e-01,2.607537e-04
air,,1,0.01,1725,7.545115e-02,3.018046e-01,4.595491e-01,1.748550e-01,2.609863e-04
air,,1,0.01,1750,7.552603e-02,3.021041e-01,5.037797e-01,1.748550e-01,2.612453e-04
air,,1,0.01,1775,7.560917e-02,3.024367e-01,5.487987e-01,1.748550e-01,2.615329e-04
air,,1,0.01,1800,7.570121e-02,3.028048e-01,5.947114e-01,1.748550e-01,2.618513e-04
air,,1,0.01,1825,7.580279e-02,3.032111e-01,6.416341e-01,1.748550e-01,2.622027e-04
air,,1,0.01,1850,7.591463e-02,3.036585e-01,6.896970e-01,1.748550e-01,2.625895e-04
air,,1,0.01,1875,7.603742e-02,3.041497e-01,7.390442e-01,1.748550e-01,2.630143e-04
air,,1,0.01,1900,7.617190e-02,3.046876e-01,7.898362e-01,1.748550e-01,2.634794e-04
air,,1,0.01,1925,7.631875e-02,3.052750e-01,8.422491e-01,1.748560e-01,2.639874e-04
air,,1,0.01,1950,7.647878e-02,3.059151e-01,8.964751e-01,1.748560e-01,2.645409e-04
air,,1,0.01,1975,7.665275e-02,3.066110e-01,9.527257e-01,1.748570e-01,2.651427e-04
air,,1,0.01,2000,7.684140e-02,3.073656e-01,1.011227e+00,1.748570e-01,2.657952e-04
air,,1,0.01,2025,7.704550e-02,3.081820e-01,1.072239e+00,1.748580e-01,2.665012e-04
air,,1,0.01,2050,7.726583e-02,3.090633e-01,1.136011e+00,1.748600e-01,2.672633e-04
air,,1,0.01,2075,7.750314e-02,3.100126e-01,1.202844e+00,1.748610e-01,2.680842e-04
air,,1,0.01,2100,7.775818e-02,3.110327e-01,1.273035e+00,1.748640e-01,2.689664e-04
air,,1,0.01,2125,7.803164e-02,3.121266e-01,1.346916e+00,1.748670e-01,2.699123e-04
air,,1,0.01,2150,7.832419e-02,3.132968e-01,1.424825e+00,1.748710e-01,2.709242e-04
air,,1,0.01,2175,7.863645e-02,3.145458e-01,1.507125e+00,1.748760e-01,2.720043e-04
air,,1,0.01,2200,7.896905e-02,3.158762e-01,1.594177e+00,1.748820e-01,2.731548e-04
air,,1,0.01,2225,7.932243e-02,3.172897e-01,1.686390e+00,1.748910e-01,2.743771e-04
air,,1,0.01,2250,7.969705e-02,3.187882e-01,1.784152e+00,1.749010e-01,2.756729e-04
air,,1,0.01,2275,8.009300e-02,3.203720e-01,1.887801e+00,1.749150e-01,2.770426e-04
air,,1,0.01,2300,8.050953e-02,3.220381e-01,1.997533e+00,1.749330e-01,2.784833e-04
air,,1,0.01,2325,8.094786e-02,3.237914e-01,2.113958e+00,1.749550e-01,2.799995e-04
air,,1,0.01,2350,8.140815e-02,3.256326e-01,2.237475e+00,1.749830e-01,2.815917e-04
air,,1,0.01,2375,8.189051e-02,3.275620e-01,2.368456e+00,1.750190e-01,2.832602e-04
air,,1,0.01,2400,8.239507e-02,3.295803e-01,2.507275e+00,1.750640e-01,2.850054e-04
air,,1,0.01,2425,8.292202e-02,3.316881e-01,2.654288e+00,1.751210e-01,2.868282e-04
air,,1,0.01,2450,8.347180e-02,3.338872e-01,2.809797e+00,1.751930e-01,2.887298e-04
air,,1,0.01,2475,8.404521e-02,3.361808e-01,2.974123e+00,1.752830e-01,2.907133e-04
air,,1,0.01,2500,8.464362e-02,3.385745e-01,3.147539e+00,1.753970e-01,2.927832e-04
air,,1,0.01,2525,8.526929e-02,3.410772e-01,3.330309e+00,1.755420e-01,2.949474e-04
air,,1,0.01,2550,8.592579e-02,3.437031e-01,3.522706e+00,1.757240e-01,2.972182e-04
air,,1,0.01,2575,8.661855e-02,3.464742e-01,3.725013e+00,1.759560e-01,2.996145e-04
air,,1,0.01,2600,8.735570e-02,3.494228e-01,3.937613e+00,1.762500e-01,3.021643e-04
air,,1,0.01,2625,8.814900e-02,3.525960e-01,4.160982e+00,1.766250e-01,3.049083e-04
air,,1,0.01,2650,8.901528e-02,3.560611e-01,4.395854e+00,1.771020e-01,3.079048e-04
air,,1,0.01,2675,8.997831e-02,3.599132e-01,4.643273e+00,1.777120e-01,3.112359e-04
air,,1,0.01,2700,9.107087e-02,3.642835e-01,4.904825e+00,1.784920e-01,3.150151e-04
air,,1,0.01,2725,9.233883e-02,3.693553e-01,5.182871e+00,1.794920e-01,3.194010e-04
air,,1,0.01,2750,9.384481e-02,3.753793e-01,5.480853e+00,1.807730e-01,3.246102e-04
air,,1,0.01,2775,9.567539e-02,3.827016e-01,5.803782e+00,1.824180e-01,3.309422e-04
air,,1,0.01,2800,9.794986e-02,3.917994e-01,6.158845e+00,1.845300e-01,3.388096e-04
air,,1,0.01,2825,1.008257e-01,4.033030e-01,6.553241e+00,1.872440e-01,3.487573e-04
air,,1,0.01,2850,1.045151e-01,4.180604e-01,6.993024e+00,1.907320e-01,3.615189e-04
air,,1,0.01,2875,1.093722e-01,4.374888e-01,7.504745e+00,1.952160e-01,3.783197e-04
air,,1,0.01,2900,1.158947e-01,4.635787e-01,8.116556e+00,2.009830e-01,4.008809e-04
air,,1,0.01,2925,1.248531e-01,4.994125e-01,8.870676e+00,2.084040e-01,4.318683e-04
air,,1,0.01,2950,1.373619e-01,5.494476e-01,9.779016e+00,2.179610e-01,4.751363e-04
air,,1,0.01,2975,1.556189e-01,6.224758e-01,1.095145e+01,2.302840e-01,5.382876e-04
air,,1,0.01,3000,1.835170e-01,7.340682e-01,1.246788e+01,2.462070e-01,6.347874e-04
air,,1,0.01,3025,2.295650e-01,9.182600e-01,1.449365e+01,2.668450e-01,7.940678e-04
air,,1,0.01,3050,3.156695e-01,1.262678e+00,1.723894e+01,2.937140e-01,1.091904e-03
air,,1,0.01,3075,5.215534e-01,2.086213e+00,2.112535e+01,3.289150e-01,1.804059e-03
air,,1,0.01,3100,1.488135e+00,5.952541e+00,2.674224e+01,3.754420e-01,5.147476e-03
air,,1,0.01,3125,3.775390e+00,1.000000e+01,2.882510e+01,4.376960e-01,1.305911e-02
air,,1,0.01,3150,5.976850e+00,1.000000e+01,2.929930e+01,5.224210e-01,2.067399e-02
air,,1,0.01,3175,9.060330e+00,1.000000e+01,2.965540e+01,6.405000e-01,3.133978e-02
air,,1,0.01,3200,1.351820e+01,1.000000e+01,2.989510e+01,8.107130e-01,4.675960e-02
air,,1,0.01,3225,2.027190e+01,1.000000e+01,3.002600e+01,1.068510e+00,7.012072e-02
air,,1,0.01,3250,3.127120e+01,1.000000e+01,3.005990e+01,1.489770e+00,1.081674e-01
air,,1,0.01,3275,5.148720e+01,1.000000e+01,3.001120e+01,2.271130e+00,1.780948e-01
air,,1,0.01,3300,9.846570e+01,1.000000e+01,2.989440e+01,4.124530e+00,3.405939e-01
air,,1,0.01,3325,3.101500e+02,1.000000e+01,2.972180e+01,1.297250e+01,1.072812e+00
air,,1,0.01,3350,1.000000e+03,1.000000e+01,2.980490e+01,2.000000e+02,3.459011e+00
air,,1,0.01,3375,1.000000e+03,1.000000e+01,3.009300e+01,2.000000e+02,3.459011e+00
air,,1,0.01,3400,1.000000e+03,1.000000e+01,3.040340e+01,2.000000e+02,3.459011e+00
air,,1,0.01,3425,1.000000e+03,1.000000e+01,3.073840e+01,2.000000e+02,3.459011e+00
air,,1,0.01,3450,1.000000e+03,1.000000e+01,3.110040e+01,2.000000e+02,3.459011e+00
air,,1,0.01,3475,1.000000e+03,1.000000e+01,3.149180e+01,2.000000e+02,3.459011e+00
air,,1,0.01,3500,1.000000e+03,1.000000e+01,3.191550e+01,2.000000e+02,3.459011e+00
air,,1,0.01,3525,1.000000e+03,1.000000e+01,3.237420e+01,2.000000e+02,3.459011e+00
air,,1,0.01,3550,1.000000e+03,1.000000e+01,3.287100e+01,2.000000e+02,3.459011e+00
air,,1,0.01,3575,1.000000e+03,1.000000e+01,3.340890e+01,2.000000e+02,3.459011e+00
air,,1,0.01,3600,1.000000e+03,1.000000e+01,3.399120e+01,2.000000e+02,3.459011e+00
air,,1,0.01,3625,1.000000e+03,1.000000e+01,3.462120e+01,2.000000e+02,3.459011e+00
air,,1,0.01,3650,1.000000e+03,1.000000e+01,3.530210e+01,2.000000e+02,3.459011e+00
air,,1,0.01,3675,1.000000e+03,1.000000e+01,3.603720e+01,2.000000e+02,3.459011e+00
air,,1,0.01,3700,1.000000e+03,1.000000e+01,3.682920e+01,2.000000e+02,3.459011e+00
air,,1,0.01,3725,1.000000e+03,1.000000e+01,3.768060e+01,2.000000e+02,3.459011e+00
air,,1,0.01,3750,1.000000e+03,1.000000e+01,3.859350e+01,2.000000e+02,3.459011e+00
air,,1,0.01,3775,1.000000e+03,1.000000e+01,3.956870e+01,2.000000e+02,3.459011e+00
air,,1,0.01,3800,1.000000e+03,1.000000e+01,4.060620e+01,2.000000e+02,3.459011e+00
air,,1,0.01,3825,1.000000e+03,1.000000e+01,4.170440e+01,2.000000e+02,3.459011e+00
air,,1,0.01,3850,1.000000e+03,1.000000e+01,4.286020e+01,2.000000e+02,3.459011e+00
air,,1,0.01,3875,1.000000e+03,1.000000e+01,4.406810e+01,2.000000e+02,3.459011e+00
air,,1,0.01,3900,1.000000e+03,1.000000e+01,4.532100e+01,2.000000e+02,3.459011e+00
air,,1,0.01,3925,1.000000e+03,1.000000e+01,4.660900e+01,2.000000e+02,3.459011e+00
air,,1,0.01,3950,1.000000e+03,1.000000e+01,4.792060e+01,2.000000e+02,3.459011e+00
air,,1,0.01,3975,1.000000e+03,1.000000e+01,4.924230e+01,2.000000e+02,3.459011e+00
air,,1,0.01,4000,1.000000e+03,1.000000e+01,5.055960e+01,2.000000e+02,3.459011e+00
air,,1,1,300,2.195025e-02,8.780099e-02,-3.070024e+00,8.742740e-02,7.592614e-05
air,,1,1,325,2.203480e-02,8.813920e-02,-3.044176e+00,8.742740e-02,7.621861e-05
air,,1,1,350,2.214275e-02,8.857101e-02,-3.018280e+00,8.742740e-02,7.659202e-05
air,,1,1,375,2.227311e-02,8.909246e-02,-2.992325e+00,8.742740e-02,7.704294e-05
air,,1,1,400,2.242384e-02,8.969536e-02,-2.966263e+00,8.742740e-02,7.756430e-05
air,,1,1,425,2.259258e-02,9.037030e-02,-2.940030e+00,8.742750e-02,7.814796e-05
air,,1,1,450,2.277721e-02,9.110884e-02,-2.913533e+00,8.742780e-02,7.878661e-05
air,,1,1,475,2.297618e-02,9.190471e-02,-2.886648e+00,8.742870e-02,7.947485e-05
air,,1,1,500,2.318873e-02,9.275491e-02,-2.859219e+00,8.743130e-02,8.021006e-05
air,,1,1,525,2.341502e-02,9.366009e-02,-2.831038e+00,8.743790e-02,8.099281e-05
air,,1,1,550,2.365649e-02,9.462595e-02,-2.801833e+00,8.745330e-02,8.182805e-05
air,,1,1,575,2.391603e-02,9.566411e-02,-2.771283e+00,8.748640e-02,8.272580e-05
air,,1,1,600,2.419889e-02,9.679555e-02,-2.738981e+00,8.755310e-02,8.370421e-05
air,,1,1,625,2.451374e-02,9.805497e-02,-2.704422e+00,8.767910e-02,8.479330e-05
air,,1,1,650,2.487439e-02,9.949756e-02,-2.666980e+00,8.790490e-02,8.604078e-05
air,,1,1,675,2.532496e-02,1.012998e-01,-2.625929e+00,8.829040e-02,8.759931e-05
air,,1,1,700,2.585928e-02,1.034371e-01,-2.579823e+00,8.891990e-02,8.944754e-05
air,,1,1,725,2.654323e-02,1.061729e-01,-2.527713e+00,8.990710e-02,9.181333e-05
air,,1,1,750,2.742232e-02,1.096893e-01,-2.467670e+00,9.139750e-02,9.485409e-05
air,,1,1,775,2.856702e-02,1.142681e-01,-2.397407e+00,9.356630e-02,9.881363e-05
air,,1,1,800,3.006248e-02,1.202499e-01,-2.314259e+00,9.660980e-02,1.039865e-04
air,,1,1,825,3.200430e-02,1.280172e-01,-2.215353e+00,1.007230e-01,1.107032e-04
air,,1,1,850,3.448863e-02,1.379545e-01,-2.098121e+00,1.060640e-01,1.192965e-04
air,,1,1,875,3.759357e-02,1.503743e-01,-1.961085e+00,1.126920e-01,1.300366e-04
air,,1,1,900,4.139113e-02,1.655645e-01,-1.803951e+00,1.205010e-01,1.431724e-04
air,,1,1,925,4.575484e-02,1.830194e-01,-1.631610e+00,1.291540e-01,1.582665e-04
air,,1,1,950,5.049283e-02,2.019713e-01,-1.451506e+00,1.380810e-01,1.746552e-04
air,,1,1,975,5.531060e-02,2.212424e-01,-1.273117e+00,1.465810e-01,1.913200e-04
air,,1,1,1000,5.980705e-02,2.392282e-01,-1.107615e+00,1.540180e-01,2.068732e-04
air,,1,1,1025,6.368935e-02,2.547574e-01,-9.619651e-01,1.600210e-01,2.203022e-04
air,,1,1,1050,6.681124e-02,2.672450e-01,-8.387187e-01,1.645470e-01,2.311008e-04
air,,1,1,1075,6.917378e-02,2.766951e-01,-7.367673e-01,1.677850e-01,2.392728e-04
air,,1,1,1100,7.088958e-02,2.835583e-01,-6.523896e-01,1.700260e-01,2.452078e-04
air,,1,1,1125,7.210369e-02,2.884148e-01,-5.813987e-01,1.715470e-01,2.494074e-04
air,,1,1,1150,7.295107e-02,2.918043e-01,-5.201043e-01,1.725730e-01,2.523385e-04
air,,1,1,1175,7.353967e-02,2.941587e-01,-4.656272e-01,1.732640e-01,2.543745e-04
air,,1,1,1200,7.394916e-02,2.957966e-01,-4.158673e-01,1.737340e-01,2.557909e-04
air,,1,1,1225,7.423576e-02,2.969430e-01,-3.693452e-01,1.740550e-01,2.567823e-04
air,,1,1,1250,7.443826e-02,2.977531e-01,-3.250382e-01,1.742770e-01,2.574828e-04
air,,1,1,1275,7.458317e-02,2.983327e-01,-2.822429e-01,1.744330e-01,2.579840e-04
air,,1,1,1300,7.468860e-02,2.987544e-01,-2.404743e-01,1.745430e-01,2.583487e-04
air,,1,1,1325,7.476693e-02,2.990677e-01,-1.993976e-01,1.746210e-01,2.586196e-04
air,,1,1,1350,7.482679e-02,2.993072e-01,-1.587785e-01,1.746780e-01,2.588267e-04
air,,1,1,1375,7.487410e-02,2.994964e-01,-1.184505e-01,1.747200e-01,2.589903e-04
air,,1,1,1400,7.491317e-02,2.996527e-01,-7.829588e-02,1.747510e-01,2.591254e-04
air,,1,1,1425,7.494704e-02,2.997882e-01,-3.822671e-02,1.747740e-01,2.592426e-04
air,,1,1,1450,7.497797e-02,2.999119e-01,1.821513e-03,1.747910e-01,2.593496e-04
air,,1,1,1475,7.500773e-02,3.000309e-01,4.189837e-02,1.748040e-01,2.594525e-04
air,,1,1,1500,7.503762e-02,3.001505e-01,8.204294e-02,1.748150e-01,2.595559e-04
air,,1,1,1525,7.506872e-02,3.002749e-01,1.222869e-01,1.748220e-01,2.596635e-04
air,,1,1,1550,7.510199e-02,3.004080e-01,1.626578e-01,1.748290e-01,2.597786e-04
air,,1,1,1575,7.513817e-02,3.005527e-01,2.031792e-01,1.748330e-01,2.599037e-04
air,,1,1,1600,7.517802e-02,3.007121e-01,2.438732e-01,1.748370e-01,2.600416e-04
air,,1,1,1625,7.522224e-02,3.008889e-01,2.847611e-01,1.748400e-01,2.601945e-04
air,,1,1,1650,7.527137e-02,3.010855e-01,3.258626e-01,1.748430e-01,2.603645e-04
air,,1,1,1675,7.532617e-02,3.013047e-01,3.671994e-01,1.748450e-01,2.605540e-04
air,,1,1,1700,7.538719e-02,3.015488e-01,4.087926e-01,1.748460e-01,2.607651e-04
air,,1,1,1725,7.545508e-02,3.018203e-01,4.506653e-01,1.748480e-01,2.609999e-04
air,,1,1,1750,7.553053e-02,3.021221e-01,4.928403e-01,1.748490e-01,2.612609e-04
air,,1,1,1775,7.561418e-02,3.024567e-01,5.353430e-01,1.748500e-01,2.615503e-04
air,,1,1,1800,7.570673e-02,3.028269e-01,5.782016e-01,1.748500e-01,2.618704e-04
air,,1,1,1825,7.580892e-02,3.032357e-01,6.214439e-01,1.748510e-01,2.622239e-04
air,,1,1,1850,7.592143e-02,3.036857e-01,6.651009e-01,1.748510e-01,2.626130e-04
air,,1,1,1875,7.604507e-02,3.041803e-01,7.092070e-01,1.748520e-01,2.630407e-04
air,,1,1,1900,7.618068e-02,3.047227e-01,7.537972e-01,1.748520e-01,2.635098e-04
air,,1,1,1925,7.632902e-02,3.053161e-01,7.989094e-01,1.748530e-01,2.640229e-04
air,,1,1,1950,7.649099e-02,3.059640e-01,8.445864e-01,1.748530e-01,2.645832e-04
air,,1,1,1975,7.666749e-02,3.066699e-01,8.908719e-01,1.748530e-01,2.651937e-04
air,,1,1,2000,7.685944e-02,3.074377e-01,9.378130e-01,1.748540e-01,2.658576e-04
air,,1,1,2025,7.706784e-02,3.082714e-01,9.854609e-01,1.748540e-01,2.665785e-04
air,,1,1,2050,7.729362e-02,3.091745e-01,1.033867e+00,1.748540e-01,2.673595e-04
air,,1,1,2075,7.753792e-02,3.101517e-01,1.083092e+00,1.748540e-01,2.682045e-04
air,,1,1,2100,7.780174e-02,3.112070e-01,1.133205e+00,1.748550e-01,2.691170e-04
air,,1,1,2125,7.808625e-02,3.123450e-01,1.184255e+00,1.748550e-01,2.701012e-04
air,,1,1,2150,7.839256e-02,3.135702e-01,1.236317e+00,1.748560e-01,2.711607e-04
air,,1,1,2175,7.872197e-02,3.148879e-01,1.289464e+00,1.748560e-01,2.723001e-04
air,,1,1,2200,7.907563e-02,3.163025e-01,1.343784e+00,1.748570e-01,2.735234e-04
air,,1,1,2225,7.945486e-02,3.178194e-01,1.399344e+00,1.748580e-01,2.748352e-04
air,,1,1,2250,7.986101e-02,3.194440e-01,1.456249e+00,1.748590e-01,2.762401e-04
air,,1,1,2275,8.029435e-02,3.211774e-01,1.514438e+00,1.748600e-01,2.777390e-04
air,,1,1,2300,8.075661e-02,3.230264e-01,1.574062e+00,1.748620e-01,2.793380e-04
air,,1,1,2325,8.124963e-02,3.249985e-01,1.635263e+00,1.748640e-01,2.810434e-04
air,,1,1,2350,8.177496e-02,3.270998e-01,1.698156e+00,1.748670e-01,2.828605e-04
air,,1,1,2375,8.233405e-02,3.293362e-01,1.762849e+00,1.748700e-01,2.847944e-04
air,,1,1,2400,8.292853e-02,3.317141e-01,1.829437e+00,1.748740e-01,2.868507e-04
air,,1,1,2425,8.356007e-02,3.342403e-01,1.898058e+00,1.748790e-01,2.890352e-04
air,,1,1,2450,8.423031e-02,3.369212e-01,1.968822e+00,1.748850e-01,2.913535e-04
air,,1,1,2475,8.494107e-02,3.397643e-01,2.041854e+00,1.748920e-01,2.938121e-04
air,,1,1,2500,8.569419e-02,3.427768e-01,2.117302e+00,1.749010e-01,2.964171e-04
air,,1,1,2525,8.649158e-02,3.459663e-01,2.195291e+00,1.749120e-01,2.991753e-04
air,,1,1,2550,8.733530e-02,3.493412e-01,2.275985e+00,1.749250e-01,3.020937e-04
air,,1,1,2575,8.822741e-02,3.529097e-01,2.359528e+00,1.749400e-01,3.051796e-04
air,,1,1,2600,8.917023e-02,3.566809e-01,2.446090e+00,1.749590e-01,3.084408e-04
air,,1,1,2625,9.016602e-02,3.606641e-01,2.535840e+00,1.749820e-01,3.118852e-04
air,,1,1,2650,9.121765e-02,3.648706e-01,2.628967e+00,1.750090e-01,3.155228e-04
air,,1,1,2675,9.232736e-02,3.693094e-01,2.725651e+00,1.750410e-01,3.193613e-04
air,,1,1,2700,9.349856e-02,3.739942e-01,2.826117e+00,1.750800e-01,3.234125e-04
air,,1,1,2725,9.473438e-02,3.789375e-01,2.930567e+00,1.751260e-01,3.276872e-04
air,,1,1,2750,9.603826e-02,3.841530e-01,3.039262e+00,1.751820e-01,3.321974e-04
air,,1,1,2775,9.741425e-02,3.896570e-01,3.152440e+00,1.752470e-01,3.369569e-04
air,,1,1,2800,9.886686e-02,3.954675e-01,3.270392e+00,1.753260e-01,3.419815e-04
air,,1,1,2825,1.003958e-01,4.015834e-01,3.392884e+00,1.754190e-01,3.472703e-04
air,,1,1,2850,1.019942e-01,4.079769e-01,3.519014e+00,1.755300e-01,3.527991e-04
air,,1,1,2875,1.036832e-01,4.147328e-01,3.650564e+00,1.756620e-01,3.586413e-04
air,,1,1,2900,1.054696e-01,4.218786e-01,3.787937e+00,1.758190e-01,3.648206e-04
air,,1,1,2925,1.073623e-01,4.294493e-01,3.931570e+00,1.760070e-01,3.713675e-04
air,,1,1,2950,1.093723e-01,4.374894e-01,4.081962e+00,1.762310e-01,3.783201e-04
air,,1,1,2975,1.115119e-01,4.460476e-01,4.239717e+00,1.764980e-01,3.857208e-04
air,,1,1,3000,1.137967e-01,4.551869e-01,4.405530e+00,1.768170e-01,3.936241e-04
air,,1,1,3025,1.162454e-01,4.649818e-01,4.580231e+00,1.771980e-01,4.020942e-04
air,,1,1,3050,1.188820e-01,4.755282e-01,4.764829e+00,1.776540e-01,4.112143e-04
air,,1,1,3075,1.217360e-01,4.869439e-01,4.960530e+00,1.781990e-01,4.210860e-04
air,,1,1,3100,1.248428e-01,4.993711e-01,5.168796e+00,1.788520e-01,4.318325e-04
air,,1,1,3125,1.281840e-01,5.127360e-01,5.384553e+00,1.796340e-01,4.433899e-04
air,,1,1,3150,1.318665e-01,5.274661e-01,5.615153e+00,1.805710e-01,4.561277e-04
air,,1,1,3175,1.359646e-01,5.438585e-01,5.863380e+00,1.816940e-01,4.703031e-04
air,,1,1,3200,1.405719e-01,5.622876e-01,6.132398e+00,1.830410e-01,4.862397e-04
air,,1,1,3225,1.458084e-01,5.832336e-01,6.426194e+00,1.846570e-01,5.043528e-04
air,,1,1,3250,1.517998e-01,6.071993e-01,6.746084e+00,1.865960e-01,5.250772e-04
air,,1,1,3275,1.586841e-01,6.347363e-01,7.090825e+00,1.889220e-01,5.488899e-04
air,,1,1,3300,1.668200e-01,6.672800e-01,7.476684e+00,1.917140e-01,5.770322e-04
air,,1,1,3325,1.765664e-01,7.062657e-01,7.911116e+00,1.950630e-01,6.107451e-04
